acousticness,popularity
0.9437,0
0.94375,6.5
0.943777778,0.666666667
0.943875,0
0.944,49
0.944,17
0.944,6
0.944,20
0.944,3
0.944,0
0.944,1.5
0.944,0
0.944,0
0.944,3
0.944,71
0.944,0
0.944,41.5
0.944,7.5
0.944,33.75
0.944,29
0.944,32
0.944,3
0.944,49
0.944,0
0.944,65
0.944,63
0.944,8.333333333
0.944,67
0.944,66
0.944016129,1.709677419
0.944034483,1.482758621
0.944055556,25.83333333
0.9442,0
0.944296296,0
0.944333333,40
0.944483871,8.612903226
0.9445,0
0.9445,9.5
0.944576923,0
0.944617376,2.379432624
0.94465,22.1
0.944666667,0.333333333
0.9447,0
0.944714286,6.928571429
0.944714286,6.928571429
0.94475,0
0.944777778,42.88888889
0.944806452,0
0.94484,2.226666667
0.945,51
0.945,1
0.945,25.25
0.945,0
0.945,19
0.945,1
0.945,1.5
0.945,44
0.945,40
0.945,44
0.945,51
0.945,44
0.945,40
0.945,51
0.945,2
0.945,0
0.945,0
0.945,55
0.945,55
0.945,0
0.945,44
0.945,30
0.945,51
0.945060109,2.978142077
0.945147059,0.205882353
0.945323529,1.838235294
0.945411765,10.11764706
0.9455,0
0.9455,38.5
0.9455,39.5
0.9455,0
0.9455,3.25
0.9456,0
0.9456,3.4
0.945666667,47.66666667
0.945666667,23.66666667
0.945789474,0.526315789
0.945833333,0
0.946,0
0.946,0
0.946,36
0.946,77
0.946,1
0.946,0
0.946,0
0.946,48.5
0.946,0.5
0.946,33.25
0.946,0
0.946,6
0.946,0
0.946,31
0.946,48
0.946,52.5
0.946,0
0.946,0
0.946,0
0.946,31
0.946,3.333333333
0.946,0
0.946,53
0.946199248,4.819548872
0.94625,0
0.946307263,33.13407821
0.946333333,0
0.946363636,40.72727273
0.9465,0
0.9465,0
0.9465,0
0.94652,2.08
0.946529412,46.23529412
0.946666667,0
0.946666667,16
0.946769231,9.538461538
0.946785714,1.142857143
0.9468,9.4
0.946814815,15.03703704
0.946826087,0
0.946833333,0.666666667
0.946947368,4.263157895
0.947,54
0.947,0
0.947,53
0.947,62
0.947,0
0.947,51
0.947,1
0.947,52
0.947,0
0.947,0
0.947,40.5
0.947,51
0.947,23
0.947,0
0.947,13
0.947,0
0.947,0
0.947,51
0.947,51
0.947,49.66666667
0.947,35
0.947,41
0.947,4
0.947,0
0.947,41
0.947,0
0.947,41
0.947,41
0.947,52
0.947,0
0.947,0
0.947,23
0.947,3
0.947,0
0.947,12
0.947,0
0.947,49.66666667
0.947,0
0.947,0
0.947,43.33333333
0.947,19
0.947,26
0.947,41
0.947,0
0.947,51
0.947,62
0.947,0
0.947,0
0.947021053,2.001754386
0.947083333,0
0.947111111,0
0.947214286,6.571428571
0.94725,0
0.9473,23.3
0.9473,5.8
0.947333333,41.88888889
0.947333333,1.666666667
0.947389831,5.457627119
0.947419355,0
0.9475,52.5
0.9475,54.5
0.9475,0
0.9475,48.5
0.9475,3.5
0.9475,12.5
0.9475,2.5
0.947666667,0
0.94775,0
0.94775,1.083333333
0.94775,0
0.947814815,0.074074074
0.947887734,2.607068607
0.947888889,0
0.948,16
0.948,0
0.948,2
0.948,2
0.948,47
0.948,47
0.948,43
0.948,1
0.948,42
0.948,42
0.948,42
0.948,44
0.948,0
0.948,45
0.948,0
0.948,1
0.948,0
0.948,44
0.948,67
0.948,47
0.948,62
0.948,44
0.948,12.75
0.948,44
0.948,41
0.948,47
0.948,0
0.948,60
0.948,27
0.948,1
0.948,0
0.948,46.5
0.948,1
0.948,14
0.948,0
0.948021875,9.25
0.94825,0
0.948285714,6.714285714
0.948333333,37.66666667
0.948333333,8
0.948333333,31.33333333
0.94835,3.95
0.9484,46.6
0.9484,0
0.9485,0
0.9485,38.5
0.9485,0
0.948525,34.775
0.948666667,1.333333333
0.948666667,2.5
0.948666667,0.333333333
0.948666667,17
0.948692308,0
0.948714286,1.714285714
0.948966667,6.05
0.949,0
0.949,35
0.949,47
0.949,35
0.949,2.666666667
0.949,2
0.949,2
0.949,2
0.949,60
0.949,15
0.949,35
0.949,0
0.949,0
0.949,46
0.949,54
0.949,0
0.949,15
0.949,47
0.949,35
0.949,52
0.949,2
0.949,47
0.949,35
0.949,0
0.949125,0
0.949166667,20.66666667
0.949171429,0
0.949285714,15.83458647
0.949333333,0
0.949333333,29.66666667
0.949333333,58.33333333
0.949333333,10.66666667
0.9495,1.583333333
0.9495,11.5
0.9495,36.5
0.9495,9.5
0.949666667,0.066666667
0.949692308,8.076923077
0.94971281,0.803719008
0.949875,0
0.949974359,7.307692308
0.95,0.956521739
0.95,0
0.95,59
0.95,3
0.95,0
0.95,0
0.95,0
0.95,0
0.95,1
0.95,0
0.95,10
0.95,10
0.95,2
0.95,0
0.95,49
0.95,1.6
0.95,3.285714286
0.95,64
0.95,0
0.95,2
0.95,50
0.950027211,0.340136054
0.95016,0
0.950166667,0
0.950166667,28.83333333
0.950181818,0
0.9502,2.2
0.950203883,0.40776699
0.95025,0
0.95025,9.875
0.950428571,30.07142857
0.9505,11.5
0.9505,11.5
0.9505,11.5
0.9505,4.5
0.9505,11.5
0.9505,50.75
0.950576923,5.538461538
0.950611111,5.611111111
0.950642857,17.64285714
0.950666667,0
0.950666667,32
0.950666667,6.444444444
0.950668776,14.40506329
0.95073913,2.173913043
0.950748428,0.012578616
0.95075,8.75
0.950769231,6.307692308
0.950771429,0.028571429
0.951,28
0.951,6.5
0.951,0.571428571
0.951,0
0.951,4
0.951,0
0.951,4
0.951,0
0.951,24.5
0.951,4
0.951,0
0.951,0
0.951,36
0.951,0
0.951,0
0.951,18.33333333
0.951,58
0.951,0
0.951,0
0.951,0
0.951,5
0.951,0
0.951,0
0.951,24
0.951,54.33333333
0.951,0
0.951,2.5
0.951,11.5
0.951,0
0.951083333,1.25
0.951096,0
0.951222222,0.111111111
0.951222222,8.666666667
0.95132,0.4
0.951376344,2.462365591
0.9514,21.8
0.951416667,0.166666667
0.9515,50
0.9515,0
0.951583333,0
0.951584699,0.163934426
0.951666667,48
0.951721053,5.257894737
0.95175,37.25
0.95175,0
0.951833333,1.666666667
0.95185567,7.711340206
0.95190625,16.125
0.951923077,5.653846154
0.951923077,5.653846154
0.951939024,14.8902439
0.952,70
0.952,10
0.952,25
0.952,16
0.952,4.5
0.952,50
0.952,3
0.952,0
0.952,35
0.952,0
0.952,0
0.952,0
0.952,25
0.952,0
0.952,76
0.952,0
0.952,42
0.952,48.33333333
0.952,39
0.952,56.5
0.952166667,2.708333333
0.952166667,15.83333333
0.9522,0
0.952214286,37.14285714
0.952236364,0
0.95225,9
0.95228,6.36
0.952285714,0.785714286
0.952307692,0.230769231
0.952333333,0
0.9525,33
0.9525625,1.3125
0.952571429,48.28571429
0.952571429,3.571428571
0.9526,10
0.952666667,6.666666667
0.9527,2.7
0.95275,0
0.95275,0
0.95275,0
0.9528,8
0.952945946,0.027027027
0.953,0.333333333
0.953,65
0.953,28
0.953,0
0.953,28
0.953,45.4
0.953,34.5
0.953,58
0.953,0
0.953,53
0.953,3
0.953,0.5
0.953,3
0.953,3
0.953,0
0.953,0
0.953,10
0.953,0
0.953,1
0.953,3
0.953,11
0.953,0
0.953,39
0.953,45
0.953,45
0.953,3
0.953,45
0.953,46
0.953,45
0.9532,6.4
0.9532,0
0.9532,6.2
0.953223881,1.28358209
0.953259259,0
0.953313725,0
0.953333333,42.66666667
0.953333333,2.666666667
0.953333333,2.666666667
0.953333333,2.666666667
0.953333333,26.66666667
0.953333333,4.333333333
0.953333333,0
0.953375,14.5
0.9534,61.8
0.9534,61.8
0.9535,39.54166667
0.9535,0
0.9535,2.5
0.9535,2.5
0.9536,3.2
0.953611111,10.72222222
0.953666667,40
0.953666667,0
0.953666667,38
0.95375,3.875
0.954,14
0.954,0
0.954,29
0.954,2
0.954,0.2
0.954,0
0.954,5
0.954,34
0.954,11
0.954,0
0.954,6
0.954,2
0.954,2
0.954,0
0.954,50
0.954,52
0.954,19.2
0.954,68
0.954,0
0.954,14
0.954,38
0.954,0
0.954,0
0.954,52
0.954,14
0.954,27
0.954,0
0.954,3.5
0.954,2
0.954,0
0.954,62
0.954,0
0.954045455,2.454545455
0.954058824,22
0.9542,0.4
0.95425,43.75
0.954285714,2.714285714
0.954333333,0
0.954333333,0
0.954333333,40
0.954458333,0
0.9545,0
0.9545,0
0.9545,1.5
0.9545,19.5
0.9545,49.5
0.954510949,1.591240876
0.954666667,0
0.9546875,1.9375
0.9547,42.2
0.95475,29.125
0.954916667,1.416666667
0.954962963,0
0.954972222,0.083333333
0.955,51.4
0.955,3
0.955,1
0.955,0
0.955,23
0.955,7
0.955,0
0.955,0
0.955,0
0.955,21.5
0.955,0
0.955,0
0.955,13
0.955,0
0.955,5
0.955,0
0.955,0.5
0.955,7
0.955,0
0.955,0
0.955,6
0.955,0
0.955,0
0.955,0
0.955091892,5.308108108
0.955125,0
0.955133333,0
0.955145833,0.020833333
0.955224,7.56
0.955225806,0
0.955285714,5.285714286
0.955333333,0
0.955333333,1.333333333
0.9554,0
0.9555,48
0.9555,41.5
0.9555,41.5
0.9555,0
0.9555,0
0.9556,1.466666667
0.955666667,0
0.9558,30
0.9558,0
0.956,0
0.956,0
0.956,0
0.956,0
0.956,45
0.956,0
0.956,0
0.956,0
0.956,51
0.956,65
0.956,0
0.956,0
0.956,41
0.956,38
0.956,45
0.956,0
0.956,38
0.956,0
0.956,51
0.956,3.2
0.956,6
0.956,0
0.956,0
0.956,53
0.956,0
0.956,0
0.956,0
0.956,62
0.956,15
0.956,8
0.956,45
0.956,0
0.956,6
0.956,45
0.956,0
0.956,0
0.956,0
0.956,0
0.956,0
0.956,0
0.956,0
0.956050505,1.962962963
0.95612,1.88
0.956333333,32.66666667
0.956333333,25.33333333
0.9564,0.1
0.9564,2.8
0.956428571,0
0.956454545,0
0.956471698,1.849056604
0.9565,16
0.9565,0.25
0.956642857,0
0.95675,0
0.956871795,0.038461538
0.956875,30.5
0.956904762,0
0.95695057,0.011406844
0.957,0
0.957,0
0.957,43
0.957,0
0.957,16
0.957,19
0.957,5.333333333
0.957,30
0.957,3
0.957,13
0.957,44
0.957,13
0.957,33
0.957,35
0.957,0
0.957,35
0.957,1
0.957,0
0.957,7.090909091
0.957,24.5
0.957,29
0.957,1
0.957,24.5
0.957,0
0.957,0
0.957,30
0.957,0.666666667
0.957,22
0.957,0
0.957,0
0.957,35
0.957,29
0.957,42
0.957,12
0.957,35
0.957,12
0.957,0
0.957,0
0.957,0
0.957,0
0.957,0
0.957166667,0
0.957166667,1.166666667
0.9572,0
0.95725,0.166666667
0.9575,0
0.9575,0
0.9575,0
0.9575,3
0.957532609,0.027173913
0.95754717,10.77358491
0.957666667,1.222222222
0.957666667,0
0.95775,4.375
0.9578,0.6
0.957833333,0.611111111
0.957875,43.5
0.957888889,31
0.957933333,1.4
0.957952381,0
0.958,44
0.958,0
0.958,0
0.958,0
0.958,0
0.958,0
0.958,41
0.958,53
0.958,0.115384615
0.958,44
0.958,0
0.958,0
0.958,0
0.958,0
0.958,1
0.958,0
0.958,54
0.958,44
0.958,0
0.958,54.2
0.958,19
0.958,37
0.958,0
0.958,0
0.958,62
0.958,44
0.958,0.115384615
0.958,37
0.958,67
0.958,0
0.958,44
0.958,0
0.958,51
0.958,0
0.958,0
0.958115385,0
0.958123077,21.26153846
0.958244898,2.755102041
0.958285714,36
0.958285714,2.285714286
0.958307692,9.131868132
0.958333333,5
0.958333333,24
0.958390698,2.545219638
0.9584,0
0.958454545,43.54545455
0.9585,31.5
0.9585,53.5
0.9585,11
0.958554545,15.36363636
0.958568966,2.810344828
0.958666667,0
0.958777778,3.055555556
0.958851852,0.185185185
0.958878788,0
0.958954545,32.36363636
0.959,52
0.959,40
0.959,40
0.959,0
0.959,40
0.959,25
0.959,10
0.959,2
0.959,40
0.959,0
0.959,0
0.959,0
0.959,0
0.959,21
0.959,46.5
0.959,40
0.959,47
0.959,0
0.959,60
0.959,0
0.959,4
0.959,42
0.959,0
0.959142857,31.85714286
0.959142857,31.85714286
0.959142857,0
0.959161616,0
0.959166667,48
0.959192308,0.076923077
0.9592,4
0.95925,4.5
0.95925,27.875
0.959333333,0.333333333
0.9595,0
0.9595,9.5
0.9595,46
0.9595,0.25
0.9595,35.5
0.9595,40
0.9595,0
0.9595,0
0.9595,0
0.9595,0
0.959571429,35
0.959666667,0.666666667
0.959666667,20
0.959666667,0
0.959666667,28.33333333
0.95975,4.75
0.959794118,10.58823529
0.9598,0
0.959857143,19.57142857
0.959948081,5.846501129
0.96,27
0.96,1
0.96,35
0.96,65
0.96,0.5
0.96,57
0.96,10.5
0.96,0
0.96,38
0.96,41
0.96,50
0.96,0
0.96,27.5
0.96,0
0.96,51
0.96,50
0.96,13
0.96,1
0.96,25
0.96,3
0.96,44
0.96,67
0.96,0
0.96,1
0.96,0
0.96,1
0.960166667,15.55555556
0.9602,2.2
0.9602,2.2
0.9602,1.2
0.96025,0
0.960333333,7.333333333
0.960375,28
0.96037931,1.379310345
0.960434343,7.111111111
0.9605,24.5
0.9605,0
0.9605,1
0.9605,1
0.9605,44.5
0.9605,0
0.960595238,19.64285714
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.9606,0
0.960666667,0
0.960714286,0
0.96075,3
0.960777778,0.777777778
0.9608,0.066666667
0.960888889,0
0.960916129,2.767741935
0.961,25
0.961,0
0.961,0
0.961,0
0.961,0
0.961,46
0.961,1
0.961,40
0.961,0
0.961,0
0.961,0
0.961,46
0.961,0
0.961,0
0.961,0.333333333
0.961,0
0.961,30
0.961,46
0.961,29.5
0.961,46
0.961,46
0.961,10
0.961,0
0.961,57.33333333
0.961,36
0.961,0
0.961,0
0.961,10
0.961,0
0.961,0
0.961,0
0.961,11
0.961,43
0.961,0
0.961,73
0.961125,22.75
0.961142857,0
0.96125,35.75
0.961333333,0
0.961333333,0
0.961333333,64
0.96137931,1.655172414
0.961384615,8.769230769
0.961428571,0.285714286
0.9615,0.5
0.9615,46
0.9615,0
0.9615,0
0.9615,8.5
0.9615,0
0.9615,8.5
0.961533333,1.733333333
0.961666667,1
0.961666667,52
0.961666667,0
0.961666667,0
0.961730769,0.846153846
0.961744444,0.022222222
0.96176,0
0.9618,0
0.961965517,2.620689655
0.962,0
0.962,0
0.962,49
0.962,52
0.962,0
0.962,45
0.962,21
0.962,2
0.962,60
0.962,57
0.962,40
0.962,0
0.962,26
0.962,40
0.962,51
0.962,1
0.962,26
0.962,1
0.962,44
0.962,39
0.962,0
0.962,0
0.962,51
0.962,43
0.962,52
0.962,0
0.962,2
0.962,9.5
0.962,30
0.962,17
0.962,51
0.962,62
0.962,0
0.962,0.5
0.962,40
0.962,0
0.962,0
0.962,2
0.962,0
0.962,46
0.962,40
0.962,0
0.962,6
0.962,0
0.962,46
0.962,4
0.962,40
0.962,1
0.962,0
0.962,21
0.962,0
0.9621,22.8
0.962125,0
0.962181818,0
0.9622,33.6
0.9622,0
0.962272727,0
0.962375,0.25
0.962421053,0
0.962444444,0
0.962451613,0.129032258
0.962483871,32.12903226
0.9625,0
0.9625,0.25
0.9625,0
0.9625,0
0.9625,37.5
0.962555556,0
0.962571429,0
0.962595445,9.771149675
0.9626,0.2
0.9626,0.2
0.962615385,0
0.962666667,0.333333333
0.962666667,0
0.962666667,0
0.962714286,0
0.962727273,53.54545455
0.962727273,1.484848485
0.96275,0
0.96275,0.041666667
0.962783784,0.081081081
0.9628125,0
0.962882353,0
0.9629,9.6
0.963,65
0.963,45
0.963,6
0.963,48
0.963,53
0.963,0
0.963,1
0.963,0
0.963,2
0.963,38
0.963,0
0.963,47
0.963,21
0.963,45
0.963,38
0.963,0
0.963,0
0.963,0
0.963,0
0.963,0
0.963,0
0.963,47
0.963,45
0.963,0
0.963,64
0.963,45
0.963,0
0.963,45
0.963,52
0.963,45
0.963,0
0.963,53
0.963,0
0.963,44
0.963,33
0.963,1.5
0.963,0
0.963,20.5
0.963,0
0.963,3
0.963,0
0.963,39
0.963,0
0.963,0
0.963,0
0.963,0
0.963,2
0.963,45
0.963,35
0.963,48
0.963,0
0.963,20
0.963,38
0.963,2
0.963,44
0.963,0
0.963,45
0.963,65
0.963,0
0.963,0
0.963142857,38.28571429
0.963166667,3.166666667
0.963176471,27.52941176
0.963181818,2.181818182
0.96325,50.25
0.963290598,0.358974359
0.963333333,0
0.963333333,0
0.9634,0
0.963404494,0.235955056
0.9635,0
0.9635,0
0.9635,1
0.9635,3.5
0.96355,0.1
0.96356,0.168
0.963625,1
0.963625,0.375
0.963666667,0
0.963666667,42.33333333
0.963666667,11.66666667
0.963666667,11.66666667
0.963666667,11.66666667
0.963691176,3.808823529
0.963692308,0
0.963714286,27.28571429
0.963714286,27.28571429
0.963714286,1.285714286
0.96375,0
0.963828571,0.714285714
0.963909091,0
0.96395,0.65
0.964,53
0.964,2
0.964,18
0.964,0
0.964,0
0.964,54
0.964,29
0.964,0.2
0.964,0
0.964,29
0.964,54
0.964,0
0.964,33
0.964,39
0.964,54
0.964,54
0.964,52
0.964,2
0.964,0
0.964,39
0.964,10
0.964,39
0.964,54
0.964,42
0.964,0
0.964,0
0.964,5
0.964,2
0.964,54
0.964,54
0.964,54
0.964,54
0.964,54
0.964,0
0.964,61
0.964,0
0.964,7
0.964,18
0.964,0
0.964,48
0.964,29
0.964,18
0.964,27
0.964,0
0.964,6.5
0.964,52
0.964,39
0.964,27
0.964,0
0.964,0
0.964,5.75
0.964025641,12.48717949
0.964111111,0
0.964125,50.625
0.96425,0.375
0.964266667,0
0.964347826,0
0.9644,15.6
0.964451613,33.08064516
0.9645,35.875
0.9645,0
0.9645,0
0.9645,12
0.9645,0
0.964524691,0.12345679
0.9646,10.63333333
0.9646,40.9
0.964625,0
0.964666667,6
0.964666667,27.66666667
0.964666667,19.66666667
0.964714286,0
0.964764706,12.05882353
0.964846154,0.307692308
0.965,49
0.965,16
0.965,3
0.965,10
0.965,0
0.965,50
0.965,60
0.965,4
0.965,0
0.965,0
0.965,63
0.965,0
0.965,0
0.965,0
0.965,0
0.965,40
0.965,0
0.965,57
0.965,49
0.965,49
0.965,8
0.965,46
0.965,0
0.965,39
0.965,50
0.965,0
0.965,0.5
0.965,66
0.965,2
0.965,7
0.965,1
0.965,61
0.965,49
0.965,0
0.965,1
0.965,49
0.965,0
0.965,3.5
0.965,11
0.965,0
0.965,0
0.965,50
0.965,0
0.965,0.5
0.965,0
0.965086957,0
0.965090909,0
0.965153846,0
0.9652,9.4
0.96525,5.5
0.965307692,0
0.965307692,0
0.965307692,0
0.965307692,0
0.965307692,0
0.965307692,0
0.965307692,0
0.965333333,0.2
0.965333333,0
0.965333333,23.33333333
0.965333333,7
0.965333333,0
0.965483871,0.161290323
0.9655,12
0.9655,51
0.9655,0
0.965555556,7.888888889
0.965594595,10.13513514
0.965605263,2.263157895
0.965666667,4
0.965666667,49.33333333
0.965666667,0
0.965666667,9
0.96575,16.125
0.96575,0
0.9658,26.6
0.965818182,0
0.965818182,0
0.965846154,5.923076923
0.965857143,3.142857143
0.96588,3.88
0.965882353,0
0.965944444,0
0.966,0
0.966,48
0.966,10
0.966,10
0.966,55
0.966,27
0.966,23
0.966,0
0.966,0
0.966,0
0.966,0
0.966,8
0.966,48
0.966,27
0.966,0
0.966,0
0.966,42
0.966,10
0.966,2
0.966,10
0.966,12
0.966,0
0.966,0
0.966,0
0.966,35
0.966,0
0.966,23
0.966,0
0.966,0
0.966,4.4
0.966,22
0.966,0
0.966,46
0.966,0
0.966,0
0.966,10
0.966,31
0.966,49
0.966,0
0.966,45
0.966,0
0.966,0
0.966071429,25.5
0.966117647,47
0.966125,27.75
0.966125,18.5
0.9662,6.6
0.966216867,15.43373494
0.966235294,0.176470588
0.96625,8
0.966258065,0.870967742
0.966333333,1
0.966368421,0
0.966387097,15.74193548
0.9664375,0
0.966444444,0
0.966454545,8.545454545
0.9665,2.590909091
0.9665,29
0.9665,14.5
0.9665,0
0.966533333,0
0.966571429,44.42857143
0.966571429,0
0.966666667,0
0.966666667,0
0.9668,23
0.966885714,10.2
0.967,39
0.967,0
0.967,55
0.967,53
0.967,0
0.967,0.5
0.967,3
0.967,0
0.967,55
0.967,39
0.967,10
0.967,17.66666667
0.967,1
0.967,51
0.967,0
0.967,1
0.967,0
0.967,55
0.967,2
0.967,0
0.967,35.33333333
0.967,0
0.967,41
0.967,12
0.967,39
0.967,1
0.967,40
0.967,52
0.967,0
0.967,0
0.967,35
0.967,9.5
0.967,43
0.967,15
0.967,0
0.967,8
0.967,50
0.967,60
0.967,16
0.967,0
0.967,0
0.967083333,0.083333333
0.967090909,0
0.967181818,0
0.9672,46.2
0.967225806,0
0.967333333,0
0.967357143,0
0.967375,0
0.96747619,0
0.9675,10.91666667
0.9675,0
0.9675,51.5
0.9675,6
0.9675,51.5
0.9675,51.5
0.9675,0.25
0.9675,5
0.9675,51.5
0.9675,51.5
0.9675,51.5
0.9675,51.5
0.9675,51.5
0.9675,0
0.9675,0
0.9675,0
0.9675,0
0.9675,0
0.967578947,5.489473684
0.967580952,7.676190476
0.9676,40.8
0.9676,0
0.9676,49
0.967636364,0
0.967666667,0
0.967666667,0
0.967769231,1.307692308
0.967871795,4.846153846
0.967888889,0
0.967897898,6.129129129
0.967928571,0
0.968,43
0.968,6
0.968,3
0.968,0
0.968,6.666666667
0.968,31
0.968,55
0.968,0
0.968,1.5
0.968,11
0.968,0
0.968,41
0.968,0
0.968,1
0.968,37
0.968,34.5
0.968,0
0.968,0
0.968,49
0.968,6
0.968,2
0.968,0.333333333
0.968,35
0.968,0
0.968,14
0.968,21
0.968,0
0.968,0
0.968,50
0.968,0
0.968,43
0.968,67
0.968,37
0.968,0
0.968,17
0.968,0.5
0.968,31
0.968,0
0.968,13
0.968,41
0.968,60
0.968,0
0.968,53
0.968,13
0.968,0
0.968,43
0.968,37
0.968011765,28.71764706
0.968111111,0
0.968123288,1.520547945
0.968142857,0
0.968166667,0
0.9682,2
0.9682,39.6
0.968217391,0.47826087
0.968230769,0.230769231
0.968266667,0.8
0.968269663,0.280898876
0.968327586,0.103448276
0.968333333,1
0.968408163,7.051020408
0.968428571,8.142857143
0.968428571,31.85714286
0.968434164,0
0.968444444,13.11111111
0.9685,0
0.9685,0
0.9685,0.5
0.9685,12
0.9685,1
0.968533333,0
0.968552764,0.522613065
0.968571429,12.57142857
0.9686,2
0.9686,2
0.9686,2
0.968666667,34
0.968666667,2.333333333
0.968666667,0
0.968666667,0
0.968666667,0
0.968684211,3.578947368
0.9687,1.2
0.96875,50
0.9688,0
0.968866667,0
0.968875,0
0.968875,2.125
0.968933333,9.4
0.969,3.115384615
0.969,53
0.969,24.33333333
0.969,0
0.969,35
0.969,0
0.969,0
0.969,9
0.969,0.5
0.969,9
0.969,9
0.969,53
0.969,0
0.969,2
0.969,42
0.969,0
0.969,45
0.969,0
0.969,1
0.969,0
0.969,53
0.969,12
0.969,1
0.969,0
0.969,39
0.969,9
0.969,0
0.969,46.33333333
0.969,25
0.969,0
0.969,0
0.969,1
0.969,0
0.969,4
0.969,0
0.969,41
0.96904,0.74
0.969060606,58.27272727
0.969093023,0
0.969166667,0
0.969166667,1.666666667
0.969207792,2.38961039
0.969333333,0
0.96935,2.35
0.969426667,1.04
0.969461538,19.30769231
0.9695,3
0.9695,54.5
0.9695,0
0.9695,2.333333333
0.9695,0
0.9695,0
0.969526882,2.387096774
0.9696,0
0.969666667,1.333333333
0.969666667,0
0.9697,0
0.9697,0
0.969727273,0
0.969727273,0
0.96975,8.0625
0.96975,48.25
0.969759162,16.0104712
0.969972727,0.090909091
0.97,0
0.97,20.5
0.97,38
0.97,8
0.97,52
0.97,47
0.97,1
0.97,44
0.97,3
0.97,0
0.97,37
0.97,0
0.97,0
0.97,0
0.97,0
0.97,0
0.97,57
0.97,1
0.97,25
0.97,1
0.97,60.33333333
0.97,1
0.97,54
0.97,0
0.97,1
0.97,35
0.97,25
0.97,47
0.97,0
0.97,38
0.97,38
0.97,4
0.97,0
0.97,0
0.97,3.5
0.97,3.75
0.97,0
0.97,0
0.970058824,0
0.970078947,7.5
0.970133333,0
0.970166667,5.5
0.9702,0
0.970228571,45.14285714
0.97025,0.75
0.970272727,6.454545455
0.970363636,0
0.970392857,0
0.9704,0
0.9705,20.75
0.9705,0.333333333
0.9705,46.5
0.9705,0
0.9705,0
0.9705,46.5
0.9705,0
0.9705,0
0.9705,59
0.9705,0
0.970571429,0
0.97059322,3.271186441
0.9706,47.2
0.970642857,39.5
0.970666667,20.33333333
0.970666667,29.66666667
0.970666667,0
0.970666667,1
0.97071875,7.59375
0.97075,0.333333333
0.97075,43
0.970752632,7.328947368
0.9708,18.2
0.970833333,0
0.970833333,0
0.970875,0
0.97088,34.08
0.971,48
0.971,0
0.971,0
0.971,0
0.971,44
0.971,0
0.971,1
0.971,0.5
0.971,0
0.971,0
0.971,3
0.971,44
0.971,22
0.971,1
0.971,6
0.971,0
0.971,44
0.971,0
0.971,0
0.971,28.5
0.971,0
0.971,49
0.971,0
0.971,0
0.971,0
0.971,0
0.971,41
0.971,0
0.971,34
0.971,49
0.971,49
0.971,0
0.971,38
0.971,0
0.971,0
0.971,44
0.971,0
0.971,0
0.971,0
0.971,63
0.971,49
0.971,49
0.971,0
0.971,0.5
0.971,23
0.971,38
0.971,28
0.971,0
0.971,0
0.971,0
0.971,0
0.97104717,0.179245283
0.971129032,13.67741935
0.971142857,0.285714286
0.9712,0
0.971263158,4.210526316
0.97131068,0.009708738
0.971333333,6.833333333
0.971333333,0.666666667
0.971333333,0
0.971352941,57.76470588
0.971363636,0
0.971368421,0.052631579
0.971392857,3.982142857
0.971395349,4.953488372
0.9714,0
0.9714,0
0.9715,32.5
0.9715,0
0.9715,0.5
0.9715,0
0.9715,4.5
0.9715,1
0.9715,40
0.9715,0
0.971538462,0
0.971548387,0
0.9716,0
0.97162,6.38
0.971666667,0.666666667
0.971666667,0
0.971666667,44.33333333
0.971666667,0
0.971666667,2.541666667
0.971733333,0
0.9718,0
0.9718,0
0.971818182,0
0.971923077,18.84615385
0.972,0
0.972,0
0.972,48.5
0.972,0
0.972,7
0.972,43
0.972,8
0.972,1
0.972,2
0.972,0
0.972,3
0.972,0
0.972,2
0.972,0
0.972,4.769230769
0.972,0
0.972,22
0.972,50
0.972,41
0.972,48.5
0.972,0
0.972,0
0.972,0
0.972,48.5
0.972,0
0.972,2
0.972,0
0.972,48.5
0.972,48.5
0.972,48.5
0.972,0
0.972,0
0.972,6
0.972,4
0.972,48.5
0.972,1
0.972,33
0.972,53
0.972,8
0.972,0
0.972,48.5
0.972,55
0.972,26
0.972,48.5
0.972,43
0.972,65
0.972,0
0.972,0
0.972,43
0.972,0
0.972,8
0.972,0
0.972,0
0.972,0
0.972,0
0.972,48.5
0.972,48.5
0.972,49
0.972,0
0.972,0
0.972,0
0.972,0
0.972111111,48.33333333
0.972116279,0
0.972142857,4.714285714
0.972142857,0.785714286
0.972170213,0
0.9722,10.8
0.972210526,0
0.972222222,34.77777778
0.972285714,0.142857143
0.9723,0
0.972333333,3.666666667
0.972340206,0.113402062
0.97234058,0.086956522
0.97236,0
0.972363636,0.454545455
0.972386667,0.026666667
0.972466667,15.2
0.972466667,2.466666667
0.972473684,0.157894737
0.9725,41
0.9725,35
0.9725,26
0.9725,20.875
0.9725,41
0.9725,47
0.9725,37.5
0.972571429,0.285714286
0.9726,0
0.9726,0
0.9726,0
0.972666667,46.66666667
0.972666667,42
0.972666667,51.33333333
0.972666667,36.66666667
0.972666667,54.33333333
0.97275,0.25
0.97275,7.25
0.97275,0
0.9728,0
0.972818182,0
0.972857143,0
0.972888889,0.25
0.97295,7.15
