genres,popularity
"['indie anthem-folk', 'vapor pop', 'vapor soul']",64
['indie anthem-folk'],64
['indie anthem-folk'],53
"['indie cafe pop', 'indie pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'stomp and holler']",60.33333333
"['indie cafe pop', 'indie pop', 'pop']",66.33333333
"['indie cafe pop', 'indie pop', 'pop']",71
"['indie cafe pop', 'indie pop', 'pop']",65.5
"['indie cafe pop', 'indiecoustica', 'nashville singer-songwriter', 'neo mellow']",62
"['indie cafe pop', 'indiecoustica']",64
"['indie cafe pop', 'indiecoustica']",58
"['indie cafe pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']",67.66666667
"['indie cafe pop', 'pop r&b']",63
"['indie cafe pop', 'pop', 'social media pop', 'viral pop']",65.6
"['indie cafe pop', 'pop', 'social media pop']",69.5
"['indie cafe pop', 'pop', 'uk pop', 'viral pop']",69
"['indie cafe pop', 'pop']",61
"['indie cafe pop', 'pop']",72
"['indie cafe pop', 'post-teen pop', 'viral pop']",65
['indie cafe pop'],44
['indie cafe pop'],74
['indie cafe pop'],63
['indie cafe pop'],69.5
['indie cafe pop'],70.33333333
['indie cafe pop'],70
['indie cafe pop'],62
['indie deutschrap'],54
['indie dream pop'],59
"['indie electropop', 'indie poptimism']",61
"['indie electropop', 'modern alternative pop']",79
"['indie electropop', 'nyc pop']",73
"['indie electropop', 'nyc pop']",62.66666667
"['indie electropop', 'pop rap']",63
['indie electropop'],62
['indie electropop'],75
['indie electropop'],48.5
['indie electropop'],65.5
['indie electropop'],0
"['indie folk', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",44.44444444
"['indie folk', 'indie pop', 'indie rock', 'modern folk rock', 'new americana', 'piano rock', 'stomp and holler']",43
"['indie folk', 'indie pop', 'jacksonville indie', 'stomp and holler']",58
"['indie folk', 'indie pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",52
"['indie folk', 'indie pop', 'new americana', 'portland indie', 'stomp and holler']",50.4
"['indie folk', 'indie pop', 'new americana', 'stomp and holler', 'uk americana']",53.5
"['indie folk', 'indie pop', 'new americana', 'stomp and holler']",49.5
"['indie folk', 'indie pop', 'new americana']",67
"['indie folk', 'indie pop', 'stomp and holler']",57.56666667
"['indie folk', 'indie rock', 'modern alternative rock', 'modern rock', 'stomp and holler']",40.25
"['indie folk', 'indie rock', 'modern alternative rock', 'modern rock', 'stomp and holler']",56.72222222
"['indie folk', 'indie rock', 'modern rock', 'stomp and holler']",62.33333333
"['indie folk', 'indie rock', 'new jersey indie', 'small room']",56
"['indie folk', 'jam band', 'modern folk rock', 'reggae rock', 'stomp and holler']",46.33333333
"['indie folk', 'la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']",59
"['indie folk', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']",57.8
"['indie folk', 'modern folk rock']",60
"['indie folk', 'nashville indie', 'nashville singer-songwriter']",39
"['indie folk', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'stomp and holler']",46.41176471
"['indie folk', 'new americana', 'outlaw country', 'roots rock', 'texas country']",48.83333333
"['indie folk', 'new americana', 'pop folk', 'stomp and flutter', 'stomp and holler']",51.53846154
"['indie folk', 'new americana', 'roots americana']",58
"['indie folk', 'new americana', 'roots rock']",56
"['indie folk', 'new americana', 'stomp and flutter', 'stomp and holler']",57.5
"['indie folk', 'new americana', 'stomp and holler']",61.11111111
"['indie folk', 'new americana']",61
"['indie folk', 'nyc pop']",62
"['indie folk', 'pop folk']",55
"['indie folk', 'pop folk']",62
"['indie folk', 'small room']",50
"['indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']",54.75
"['indie folk', 'stomp and holler', 'uk americana']",52
"['indie folk', 'stomp and holler']",46
"['indie folk', 'vapor soul']",61
['indie folk'],45
['indie folk'],27
['indie folk'],55
"['indie game soundtrack', 'video game music']",51
['indie game soundtrack'],57.84615385
"['indie garage rock', 'indie pop', 'indie rock', 'modern rock', 'vapor soul']",66
"['indie garage rock', 'indie pop', 'indie surf', 'san diego indie', 'surf punk']",57.33333333
"['indie garage rock', 'indie pop', 'indie surf', 'surf punk', 'vegas indie']",60.6
"['indie garage rock', 'indie pop', 'indie surf']",61.25
"['indie garage rock', 'indie pop', 'lo-fi indie']",62.66666667
"['indie garage rock', 'indie pop', 'lo-fi indie']",57
"['indie garage rock', 'indie pop', 'neo-psychedelic']",60
"['indie garage rock', 'indie pop', 'tulsa indie']",60
"['indie garage rock', 'indie pop']",65.5
"['indie garage rock', 'indie pop']",58
"['indie garage rock', 'indie pop']",59.5
"['indie garage rock', 'indie punk', 'indie rock', 'indie surf', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'san diego indie', 'surf punk']",46.5
"['indie garage rock', 'indie punk']",50.5
"['indie garage rock', 'indie rock', 'neo-psychedelic', 'psychedelic pop']",61
"['indie garage rock', 'indie surf', 'surf punk']",58
"['indie garage rock', 'indie surf', 'surf punk']",48.5
"['indie garage rock', 'indie surf']",53
"['indie garage rock', 'kc indie']",59
"['indie garage rock', 'liverpool indie']",0
"['indie garage rock', 'lo-fi emo', 'lo-fi indie']",37.8
"['indie garage rock', 'lo-fi emo', 'lo-fi indie']",56.33333333
"['indie garage rock', 'montreal indie', 'quebec indie']",58
"['indie garage rock', 'neo-psychedelic', 'psychedelic pop']",51
"['indie garage rock', 'neo-psychedelic']",62.75
"['indie garage rock', 'neo-psychedelic']",61.4
"['indie garage rock', 'neo-psychedelic']",58
"['indie garage rock', 'neo-psychedelic']",53
"['indie garage rock', 'neo-psychedelic']",52
"['indie garage rock', 'newcastle nsw indie']",65.5
"['indie garage rock', 'noise pop']",65
"['indie garage rock', 'oc indie']",55
"['indie garage rock', 'phoenix indie']",27.66666667
"['indie garage rock', 'portland indie']",51
"['indie garage rock', 'san diego indie', 'surf punk']",57
"['indie garage rock', 'small room']",61
"['indie garage rock', 'tempe indie']",52
"['indie garage rock', 'tempe indie']",45
"['indie garage rock', 'tempe indie']",1.2
"['indie garage rock', 'uk contemporary r&b']",58
['indie garage rock'],55
['indie garage rock'],49
['indie garage rock'],55
['indie garage rock'],44
['indie garage rock'],60
['indie garage rock'],57
['indie garage rock'],60
['indie garage rock'],52
['indie garage rock'],52
['indie garage rock'],54
"['indie hip hop', 'st louis rap']",56
"['indie hip hop', 'vermont indie']",62
['indie hip hop'],69
['indie hip hop'],56.5
['indie hip hop'],1
"['indie jazz', 'jazz funk', 'jazz saxophone', 'soul jazz', 'uk contemporary jazz']",33
"['indie jazz', 'jazz funk', 'soul jazz']",33
"['indie pop rap', 'minnesota hip hop', 'pop rap']",67
"['indie pop rap', 'philly rap', 'pop rap']",51.2
"['indie pop rap', 'pop dance', 'pop edm']",62
"['indie pop rap', 'pop rap', 'rap', 'underground hip hop']",55
"['indie pop rap', 'pop rap', 'rap']",57.14285714
"['indie pop rap', 'pop rap']",50
"['indie pop rap', 'pop rap']",53
"['indie pop rap', 'pop rap']",57.5
"['indie pop rap', 'pop rap']",77
"['indie pop rap', 'pop rap']",53.33333333
"['indie pop rap', 'pop rap']",49
"['indie pop rap', 'pop', 'pop rap']",61.15789474
"['indie pop rap', 'seattle hip hop']",41
['indie pop rap'],48.4
['indie pop rap'],47
"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop']",56
"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rochester ny indie', 'rock', 'shimmer pop']",58.5
"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'rock']",63
"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'rock']",56
"['indie pop', 'indie poptimism', 'indie rock', 'la indie', 'modern rock', 'vapor soul']",63.5
"['indie pop', 'indie poptimism', 'indie rock', 'minneapolis indie', 'modern alternative rock', 'modern rock']",40.33333333
"['indie pop', 'indie poptimism', 'indie rock', 'minneapolis indie', 'modern alternative rock', 'modern rock']",62.57142857
"['indie pop', 'indie poptimism', 'indie rockism', 'modern alternative rock', 'modern rock']",54.5
"['indie pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'piano rock', 'pop rock', 'stomp and holler']",53.6
"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",54.57142857
"['indie pop', 'indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",61.77777778
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'rock']",63.5
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",58.53333333
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",67
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop', 'stomp and holler']",57
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler', 'swedish alternative rock']",53
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",55.25
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp pop']",54
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",64.33333333
"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'rock']",59.33333333
"['indie pop', 'indie poptimism', 'modern rock', 'shimmer pop']",52
"['indie pop', 'indie poptimism']",58
"['indie pop', 'indie rock', 'indie surf', 'la indie', 'metropopolis', 'nu gaze']",45.33333333
"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']",60.42857143
"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']",52.5
"['indie pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie']",45.9
"['indie pop', 'indie rock', 'la indie', 'metropopolis', 'modern alternative rock', 'modern rock', 'stomp and holler']",52.5
"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'rock', 'stomp and holler']",57.5
"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",41.5
"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",58.06666667
"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",45.72727273
"['indie pop', 'indie rock', 'modern rock', 'scottish indie', 'scottish rock', 'stomp and holler']",40.75
"['indie pop', 'indie rock', 'modern rock', 'stomp and holler']",48.875
"['indie pop', 'indie rock', 'philly indie', 'shimmer pop']",43
"['indie pop', 'indie rock', 'shoegaze', 'toronto indie']",55.8
"['indie pop', 'indie rock']",41.2
"['indie pop', 'indie rock']",45.5
"['indie pop', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",61.70588235
"['indie pop', 'kc indie', 'modern rock']",53
"['indie pop', 'la indie', 'modern rock']",66.66666667
"['indie pop', 'la indie', 'pop']",70.25
"['indie pop', 'la indie', 'pop']",60
"['indie pop', 'la indie', 'shimmer pop', 'stomp and holler']",47.5
"['indie pop', 'la indie', 'stomp and holler']",59
"['indie pop', 'la indie']",65
"['indie pop', 'la indie']",57
"['indie pop', 'la indie']",46
"['indie pop', 'la indie']",49
"['indie pop', 'la pop']",73
"['indie pop', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",50.85714286
"['indie pop', 'lo-fi beats', 'lo-fi emo', 'lo-fi indie']",59
"['indie pop', 'louisville indie']",69
"['indie pop', 'modern alternative rock', 'modern folk rock', 'modern rock', 'new jersey indie']",55.5
"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",66.75
"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",21.25
"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",65.75
"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",60
"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",65
"['indie pop', 'modern alternative rock', 'modern rock', 'vancouver indie']",65
"['indie pop', 'modern alternative rock', 'modern rock']",60
"['indie pop', 'modern alternative rock']",57.66666667
"['indie pop', 'modern alternative rock']",63
"['indie pop', 'modern indie pop']",68
"['indie pop', 'modern indie pop']",66
"['indie pop', 'modern indie pop']",69.33333333
"['indie pop', 'modern indie pop']",67
"['indie pop', 'modern rock', 'nashville indie']",66.33333333
"['indie pop', 'modern rock', 'rock']",68.19047619
"['indie pop', 'modern rock', 'slc indie']",71
"['indie pop', 'modern rock', 'vancouver indie']",56.81081081
"['indie pop', 'modern rock']",61
"['indie pop', 'modern rock']",52
"['indie pop', 'oakland indie']",67
"['indie pop', 'orlando indie']",63.14285714
"['indie pop', 'pop']",83
"['indie pop', 'pop']",70.4
"['indie pop', 'pop']",66.13333333
"['indie pop', 'scandipop', 'swedish indie folk']",75.5
"['indie pop', 'scottish indie', 'twee pop']",51.5
"['indie pop', 'shimmer pop']",45
"['indie pop', 'stomp and holler']",51
['indie pop'],63
['indie pop'],59
['indie pop'],48
['indie pop'],49
['indie pop'],43
['indie pop'],34
['indie pop'],62
['indie pop'],46
['indie pop'],67.5
['indie pop'],70
['indie pop'],67.5
['indie pop'],54.375
['indie pop'],68
['indie pop'],44
['indie pop'],71
['indie pop'],44.6
['indie pop'],72
['indie pop'],50
['indie pop'],76
"['indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",58.5
"['indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'shimmer pop']",52
"['indie poptimism', 'la pop', 'vapor soul']",55
"['indie poptimism', 'la pop']",56.5
"['indie poptimism', 'la pop']",54
"['indie poptimism', 'metropopolis', 'modern alternative rock', 'modern rock', 'pop']",63.75
"['indie poptimism', 'modern alternative pop']",63
"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock']",58.57142857
"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",70.5
"['indie poptimism', 'modern alternative rock', 'modern rock', 'rebel blues']",65.5
"['indie poptimism', 'modern alternative rock', 'modern rock', 'rock']",66.33333333
"['indie poptimism', 'modern alternative rock', 'modern rock']",51
"['indie poptimism', 'modern alternative rock', 'rebel blues']",65
"['indie poptimism', 'modern rock', 'pop', 'pop rock']",66.71428571
"['indie poptimism', 'modern rock', 'pop']",65
"['indie poptimism', 'modern rock', 'pop']",57.5
"['indie poptimism', 'modern rock', 'pop']",65.44444444
"['indie poptimism', 'modern rock', 'rebel blues']",66.2
"['indie poptimism', 'modern rock']",71.5
"['indie poptimism', 'pop edm']",63
"['indie poptimism', 'shimmer pop']",51
"['indie poptimism', 'swedish alternative rock', 'swedish indie pop']",56
"['indie poptimism', 'vapor pop', 'vapor soul']",67
['indie poptimism'],50
['indie poptimism'],59
"['indie psych-pop', 'shimmer psych']",72
['indie psych-pop'],60.5
"['indie punk', 'olympia wa indie', 'queercore', 'riot grrrl']",42.33333333
"['indie punk', 'olympia wa indie', 'riot grrrl']",40.28571429
['indie punk'],47
"['indie quebecois', 'prog quebec', 'symphonic rock']",40.33333333
"['indie r&b', 'uk alternative hip hop']",31.25
['indie r&b'],28.57142857
['indie r&b'],65
"['indie rock mexicano', 'latin alternative', 'latin rock', 'mexican indie', 'mexican rock', 'rock en espanol']",64
"['indie rock', 'lancaster pa indie']",49.5
"['indie rock', 'metropopolis', 'welsh indie', 'welsh rock']",43
"['indie rock', 'miami indie', 'modern rock', 'vapor soul']",56.5
"['indie rock', 'modern alternative rock', 'modern blues rock', 'neo-psychedelic', 'space rock', 'stoner rock']",53
"['indie rock', 'modern alternative rock', 'modern blues rock', 'neo-psychedelic', 'space rock', 'stoner rock']",46
"['indie rock', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']",56.33333333
"['indie rock', 'modern alternative rock', 'modern rock', 'punk blues', 'rock']",52
"['indie rock', 'modern alternative rock', 'modern rock', 'punk blues', 'rock']",56.83870968
"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",56.69565217
"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",59.66666667
"['indie rock', 'modern rock', 'philly indie']",60
"['indie rock', 'modern rock', 'scottish indie']",45.5
"['indie rock', 'modern rock']",48.8125
"['indie rock', 'modern rock']",54.0952381
"['indie rock', 'neo-psychedelic']",59
"['indie rock', 'stomp and holler']",58
"['indie rock', 'washington indie']",38
['indie rock'],44.5
['indie rock'],54
['indie rock'],46
['indie rockism'],82
"['indie singer-songwriter', 'swedish synthpop']",41
"['indie soul', 'irish hip hop']",62
"['indie soul', 'jazz pop']",66.33333333
"['indie soul', 'neo r&b', 'neo soul', 'nyc pop', 'pop soul', 'r&b', 'soul', 'urban contemporary']",54.5
"['indie soul', 'uk alternative pop']",60.26666667
"['indie soul', 'uk contemporary r&b']",59.5
"['indie soul', 'vapor soul']",70
"['indie soul', 'vapor twitch']",60
"['indiecoustica', 'knoxville indie', 'stomp and holler']",50
"['indiecoustica', 'lds', 'lilith']",51.33333333
"['indiecoustica', 'modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']",59.125
"['indiecoustica', 'pop', 'pop rock']",66.55555556
"['indiecoustica', 'south african alternative', 'south african pop']",58
"['indiecoustica', 'stomp and holler']",29.33333333
"['indiecoustica', 'stomp and holler']",54
['indiecoustica'],67
['indiecoustica'],54
"['indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']",52.53333333
"['indietronica', 'metropopolis', 'shimmer pop', 'shiver pop']",53
"['indietronica', 'modern rock', 'pop', 'pop rock', 'post-teen pop']",52.19444444
['indietronica'],47
['indietronica'],66
['indietronica'],43
['indonesian hip hop'],67.09090909
['indonesian pop'],36
['indonesian pop'],73
"['indonesian r&b', 'pop']",69.33333333
"['indonesian worship', 'world worship']",2
"['industrial hip hop', 'political hip hop']",55
['industrial hip hop'],33.5
"['industrial metal', 'industrial rock', 'nu metal']",41
"['industrial metal', 'industrial rock', 'nu metal']",39
"['industrial metal', 'industrial rock', 'slayer', 'steampunk']",35.5
"['industrial metal', 'industrial rock']",41
['industrial metal'],40
['industrial metal'],39
"['industrial', 'industrial metal', 'industrial rock', 'tucson indie']",42
"['industrial', 'industrial metal', 'industrial rock']",46
"['industrial', 'minimal wave', 'neue deutsche welle', 'no wave', 'post-punk', 'uk post-punk']",30.33333333
"['instrumental bluegrass', 'progressive bluegrass']",28
"['instrumental bluegrass', 'progressive bluegrass']",34.5
['instrumental bluegrass'],42
['instrumental bluegrass'],27.25
['instrumental bluegrass'],25
"['instrumental funk', 'jazz funk', 'smooth jazz']",39.33333333
"['instrumental funk', 'rare groove']",39
"['instrumental rock', 'jam band']",43
"['instrumental rock', 'jazz fusion', 'neo classical metal', 'shred']",29
"['instrumental rock', 'jazz fusion']",50
"['instrumental rock', 'jazz metal', 'neo classical metal', 'progressive metal', 'shred']",50
"['instrumental rock', 'jazz metal', 'neo classical metal', 'progressive metal', 'shred']",40
"['instrumental rock', 'metal guitar', 'neo classical metal', 'shred']",44.66666667
"['instrumental rock', 'neo classical metal', 'progressive metal', 'shred']",50
"['instrumental rock', 'neo classical metal', 'shred']",39
"['instrumental rock', 'neo classical metal', 'shred']",53
"['instrumental rock', 'neo classical metal', 'shred']",53
"['instrumental rock', 'surf music']",39
"['instrumental rock', 'surf music']",35
['instrumental rock'],59
"['instrumental soul', 'jazz funk', 'jazz organ', 'soul jazz']",25
"['instrumental soul', 'memphis soul', 'soul', 'southern soul']",21.5
"['instrumental soul', 'rare groove', 'soul jazz']",33
"['instrumental soul', 'soul jazz']",48
['instrumental soul'],24.33333333
"['instrumental stoner rock', 'modern blues rock', 'palm desert scene', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock']",45
"['instrumental stoner rock', 'orebro indie', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock', 'swedish stoner rock']",52
"['instrumental surf', 'rock-and-roll', 'rockabilly']",31.77777778
"['instrumental surf', 'surf music']",39.75
"['instrumental surf', 'surf music']",15
['instrumental surf'],20.5
['instrumental surf'],38
"['irish ballad', 'vintage classical singing']",1.6
"['irish classical', 'irish folk', 'jig and reel']",28
"['irish classical', 'victorian britain']",0
['irish classical'],0
"['irish country', 'irish folk']",41
"['irish country', 'irish folk']",38
['irish country'],53
['irish country'],34
['irish fiddle'],0
"['irish folk', 'uilleann pipes']",17
['irish folk'],22
['irish folk'],39.66666667
['irish hip hop'],69
['irish indie'],69
['irish metal'],34
"['irish pop', 'modern rock', 'pop', 'pop rock']",70.8
['irish pop'],61
['irish pub song'],9
"['irish rock', 'irish singer-songwriter', 'melancholia', 'neo mellow']",65
"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",54.26315789
"['irish rock', 'new wave pop']",44
"['irish rock', 'permanent wave', 'rock']",40.9771167
"['irish rock', 'pop rock']",51.0952381
['irish rock'],39
"['irish singer-songwriter', 'modern rock', 'pop']",59.05681818
['irish singer-songwriter'],50
"['islamic recitation', 'quran']",0
"['islamic recitation', 'quran']",56
['israeli classical piano'],52
['israeli classical piano'],40
"['israeli classical', 'oriental classical']",0
['israeli classical'],0
['israeli folk'],0
['israeli folk'],0
"['israeli pop', 'israeli rock']",66
['israeli pop'],70.5
['israeli singer-songwriter'],37
"['italian adult pop', 'mexican pop']",54.67647059
"['italian baritone', 'vintage classical singing']",0
"['italian baritone', 'vintage italian pop']",0
['italian baritone'],42
['italian baritone'],0
['italian baritone'],0
['italian baritone'],0
['italian baritone'],0
['italian baritone'],0
['italian baritone'],13.11764706
['italian baritone'],0
['italian baritone'],0
['italian baritone'],0.388888889
['italian baritone'],1
['italian baroque ensemble'],46.75
['italian baroque'],0
['italian baroque'],0
"['italian bass', 'opera']",0
['italian bass'],35
['italian bass'],7.888888889
['italian bass'],0.846153846
['italian bass'],14
['italian bass'],3.210526316
['italian bass'],0
['italian bass'],0
['italian bass'],0
['italian bass'],4
['italian bass'],0
['italian bass'],30
['italian bass'],0
['italian blues'],0
['italian classical piano'],27
['italian disco'],56
['italian disco'],36
['italian disco'],60
['italian disco'],31
['italian disco'],63
['italian disco'],34.33333333
"['italian library music', 'library music']",36
"['italian library music', 'lounge', 'spytrack', 'vintage italian soundtrack']",28.66666667
"['italian library music', 'vintage italian soundtrack']",24
['italian library music'],26
['italian mandolin'],0
['italian mezzo-soprano'],12
['italian mezzo-soprano'],25
['italian mezzo-soprano'],0.166666667
['italian mezzo-soprano'],1
['italian mezzo-soprano'],0
['italian mezzo-soprano'],0
['italian mezzo-soprano'],2
['italian mezzo-soprano'],51
"['italian modern prog', 'italian progressive rock', 'progressive rock', 'symphonic rock', 'zeuhl']",33
"['italian opera', 'italian romanticism', 'late romantic era']",1.875
"['italian opera', 'italian romanticism', 'post-romantic era']",3
"['italian opera', 'italian romanticism', 'post-romantic era']",0.9375
['italian opera'],0
['italian opera'],0
"['italian orchestra', 'opera']",25.5
"['italian orchestra', 'opera']",2.466666667
"['italian orchestra', 'orchestra']",0.375
"['italian orchestra', 'orchestra']",3.982142857
"['italian orchestra', 'orchestra']",47
"['italian orchestra', 'orchestra']",4.222222222
"['italian orchestra', 'orchestra']",0.333333333
"['italian orchestra', 'orchestra']",0.216216216
['italian orchestra'],0
['italian orchestra'],0
"['italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']",53.5
['italian progressive metal'],0
"['italian renaissance', 'renaissance']",24
"['italian romanticism', 'late romantic era']",12
"['italian romanticism', 'post-romantic era']",0
['italian romanticism'],0
['italian soprano'],0
['italian soprano'],0
['italian soprano'],0
['italian soprano'],48.5
['italian soprano'],33
['italian soprano'],0
['italian soprano'],0
['italian soprano'],0
['italian techno'],0
"['italian tenor', 'opera']",3
"['italian tenor', 'operatic pop']",50
"['italian tenor', 'vintage classical singing']",1.388888889
['italian tenor'],1.583333333
['italian tenor'],0
['italian tenor'],9
['italian tenor'],0
['italian tenor'],2.25
['italian tenor'],0
['italian tenor'],0
['italian tenor'],0.142857143
['italian tenor'],0
['italian tenor'],0
['italian tenor'],0
['italian tenor'],0
['italian tenor'],12.5
['italian tenor'],1
['italian tenor'],0
['italian tenor'],38
['italian tenor'],8.5
"['italian violin', 'violin']",43
['italian violin'],46.75
['italian violin'],46
"['j-acoustic', 'j-pop', 'j-poprock', 'j-rock', 'japanese singer-songwriter']",61
"['jam band', 'jamgrass', 'new americana', 'progressive bluegrass']",57
"['jam band', 'jamgrass', 'progressive bluegrass']",45
"['jam band', 'jamgrass', 'progressive bluegrass']",44.57142857
"['jam band', 'jamgrass', 'progressive bluegrass']",44.75
"['jam band', 'jamgrass']",40
"['jam band', 'jamtronica', 'livetronica']",50
"['jam band', 'jazz fusion', 'jazz organ']",42
"['jam band', 'jazz fusion', 'progressive bluegrass', 'progressive jazz fusion']",37.4
"['jam band', 'livetronica']",53
"['jam band', 'mellow gold', 'pop rock']",39
"['jam band', 'mellow gold', 'pop rock']",41.23076923
"['jam band', 'mellow gold', 'pop rock']",42
"['jam band', 'neo mellow', 'pop rock']",40.42857143
"['jam band', 'neo mellow', 'pop rock']",43.17808219
"['jam band', 'neo mellow', 'pop rock']",51.875
"['jam band', 'new orleans funk', 'swamp rock']",30
"['jam band', 'ny roots', 'progressive bluegrass']",38
"['jam band', 'one-person band']",41
"['jam band', 'pittsburgh rock']",46.5
"['jam band', 'progressive bluegrass']",46.66666667
"['jam band', 'reggae rock']",42.75
"['jam band', 'reggae rock']",47
"['jam band', 'roots rock', 'southern rock']",37.15217391
"['jam band', 'roots rock']",42.5
"['jam band', 'sacred steel', 'steel guitar']",53.33333333
['jam band'],31
['jam band'],38
['jam band'],34
['jam band'],39
['jam band'],47.5
['jam band'],42.5
['jam band'],40
['jam band'],45.33333333
['jam band'],51.5
['jam band'],37
['jam band'],47.33333333
"['jangle pop', 'pop rock', 'power pop']",40.33333333
"['jangle pop', 'power pop', 'pub rock', 'roots rock']",32
"['jangle pop', 'power pop', 'pub rock', 'roots rock']",43
"['jangle pop', 'power pop', 'pub rock', 'underground power pop']",39
"['jangle pop', 'power pop', 'underground power pop']",31
"['jangle pop', 'power pop', 'underground power pop']",33.33333333
['jangle pop'],35
['jangle pop'],46
"['japanese chillhop', 'lo-fi beats']",68
"['japanese chillhop', 'rochester mn indie']",77
['japanese chillhop'],0
['japanese chillhop'],67.5
"['japanese city pop', 'japanese jazz', 'shibuya-kei']",36.33333333
"['japanese city pop', 'japanese jazz']",37
"['japanese city pop', 'japanese jazz']",39.5
"['japanese city pop', 'japanese jazztronica', 'shibuya-kei']",38
"['japanese city pop', 'japanese new wave']",44.8
"['japanese city pop', 'kayokyoku']",46
['japanese city pop'],38.22222222
['japanese city pop'],40.84210526
['japanese city pop'],41
['japanese city pop'],36.5
['japanese city pop'],46.33333333
['japanese city pop'],36.71428571
['japanese city pop'],36.5
['japanese city pop'],42.25
['japanese city pop'],31
['japanese city pop'],38.33333333
['japanese city pop'],68
['japanese city pop'],35.9
['japanese city pop'],35.33333333
"['japanese classical performance', 'violin']",39.5
['japanese classical performance'],2
['japanese classical'],45
['japanese concert band'],45
['japanese electropop'],60
"['japanese garage rock', 'japanese rockabilly', 'surf music']",49
['japanese indie folk'],50
"['japanese instrumental', 'otacore', 'scorecore']",60
"['japanese instrumental', 'piano cover']",16
['japanese instrumental'],44.07142857
"['japanese jazz', 'japanese jazz fusion', 'jazz fusion']",27.36363636
['japanese jazz'],32
['japanese jazztronica'],63
['japanese piano'],30
['japanese prog'],39
['japanese singer-songwriter'],53
